station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
OGD,2023-03-08 03:53,27.0,-2.78,17.1,-8.28,65.84,19.51,6.0,1020.4,0.0,0.0,,CLR,,720.5023239749213,687.5
PUC,2023-03-08 03:53,30.9,-0.61,16.0,-8.89,53.53,22.76,8.0,1019.1,0.0,0.0,,CLR,,1027.6673565855695,1035.0000000000002
VEL,2023-03-08 03:53,23.0,-5.0,21.0,-6.11,91.9,15.71,5.0,1022.7,0.0,0.0,,OVC,8000.0,216.12537654737616,138.75000000000003
CDC,2023-03-08 03:53,35.0,1.67,21.0,-6.11,56.05,35.1,0.0,1016.2,0.0,0.0,,CLR,,966.3168151138419,972.5
CNY,2023-03-08 03:53,38.0,3.33,21.0,-6.11,50.18,37.9,0.0,1014.4,0.0,0.0,,CLR,,1158.5430224332808,1180.0000000000002
SLC,2023-03-08 03:54,33.0,0.56,25.0,-3.89,71.82,27.7,5.0,1019.2,0.0,0.0,,FEW,7000.0,557.3939993116102,556.25
HIF,2023-03-08 03:55,27.0,-2.78,19.4,-7.0,72.68,27.0,0.0,1019.5,0.0,0.0,,CLR,,564.6263078633004,527.5000000000001
PVU,2023-03-08 03:56,34.0,1.11,27.0,-2.78,75.26,27.94,6.0,1019.6,0.0,0.0,,CLR,,482.79264415835365,486.24999999999994
SGU,2023-03-08 03:56,49.0,9.44,28.9,-1.72,45.75,48.9,0.0,1015.6,0.0,0.0,,CLR,,1377.1562088307649,1395.0
ENV,2023-03-08 03:56,33.0,0.56,27.0,-2.78,78.03,27.7,5.0,1020.6,0.0,0.0,,BKN,3300.0,420.44166240297113,417.5
LGU,2023-03-08 04:51,9.0,-12.78,5.0,-15.0,83.41,9.0,0.0,1026.2,0.0,0.0,,VV ,200.0,455.6832618028818,277.50000000000006
MLF,2023-03-08 04:52,28.9,-1.72,23.0,-5.0,78.3,25.14,3.0,1017.7,0.0,0.0,,CLR,,433.3354020904999,410.00000000000006
BCE,2023-03-08 04:53,5.0,-15.0,1.0,-17.22,83.12,-2.18,3.0,1019.2,0.0,0.0,,CLR,,482.05642814268504,277.4999999999999
OGD,2023-03-08 04:53,24.1,-4.39,16.0,-8.89,70.81,17.01,5.0,1020.1,0.0,0.0,,CLR,,621.3895467395877,562.5000000000001
CDC,2023-03-08 04:53,32.0,0.0,25.0,-3.89,75.07,27.42,4.0,1016.4,0.0,0.0,,CLR,,482.1871665653086,486.25
PUC,2023-03-08 04:53,30.0,-1.11,17.1,-8.28,58.23,23.12,6.0,1018.6,0.0,0.0,,CLR,,899.6971342370308,896.2499999999999
VEL,2023-03-08 04:53,21.9,-5.61,19.9,-6.72,91.86,15.63,4.0,1022.4,0.0,0.0,,FEW,7500.0,225.06050971588684,138.74999999999994
CNY,2023-03-08 04:53,33.0,0.56,19.9,-6.72,57.93,29.95,3.0,1014.8,0.0,0.0,,CLR,,904.3907913382423,909.9999999999999
SLC,2023-03-08 04:54,30.9,-0.61,25.0,-3.89,78.48,26.14,4.0,1019.1,0.0,0.0,,FEW,7000.0,416.3451058563749,410.00000000000006
HIF,2023-03-08 04:55,27.1,-2.72,18.0,-7.78,68.16,18.08,8.0,1019.1,0.0,0.0,,CLR,,665.5976517164112,632.5000000000001
ENV,2023-03-08 04:56,32.0,0.0,27.0,-2.78,81.55,32.0,0.0,1019.9,0.0,0.0,,CLR,,345.2192626595663,347.5
PVU,2023-03-08 04:56,33.0,0.56,26.1,-3.28,75.18,26.12,7.0,1019.4,0.0,0.0,,CLR,,482.1048783133781,480.0
SGU,2023-03-08 04:56,47.0,8.33,30.9,-0.61,53.5,46.9,0.0,1015.6,0.0,0.0,,CLR,,1104.3507184383757,1117.5
LGU,2023-03-08 05:51,14.0,-10.0,10.0,-12.22,83.77,14.0,0.0,1024.9,0.0,0.0,,FEW,10000.0,420.6707073609165,277.50000000000006
MLF,2023-03-08 05:52,27.0,-2.78,23.0,-5.0,84.66,27.0,0.0,1017.4,0.0,0.0,,CLR,,319.444354153346,277.5
BCE,2023-03-08 05:53,4.0,-15.56,0.0,-17.78,83.42,-6.98,5.0,1018.0,0.0,0.0,,CLR,,482.1394035627877,277.50000000000006
OGD,2023-03-08 05:53,25.0,-3.89,16.0,-8.89,68.2,20.69,3.0,1019.1,0.0,0.0,,CLR,,675.253021186684,625.0
CNY,2023-03-08 05:53,33.0,0.56,21.0,-6.11,60.71,29.95,3.0,1014.3,0.0,0.0,,CLR,,829.670678793856,833.75
CDC,2023-03-08 05:53,30.9,-0.61,25.0,-3.89,78.48,30.9,0.0,1015.7,0.0,0.0,,CLR,,416.34868963315046,410.00000000000006
PUC,2023-03-08 05:53,30.0,-1.11,16.0,-8.89,55.52,30.0,0.0,1017.5,0.0,0.0,,CLR,,973.986789083342,972.5
VEL,2023-03-08 05:53,17.1,-8.28,16.0,-8.89,95.35,11.66,3.0,1022.6,0.0,0.0,,SCT,7500.0,201.85531578817034,76.25000000000016
SLC,2023-03-08 05:54,30.0,-1.11,23.0,-5.0,74.87,25.08,4.0,1018.7,0.0,0.0,,FEW,7000.0,499.1069979745948,486.24999999999994
HIF,2023-03-08 05:55,26.2,-3.22,17.4,-8.11,68.94,20.65,4.0,1018.0,0.0,0.0,,CLR,,652.3164165870055,611.2499999999999
SGU,2023-03-08 05:56,44.0,6.67,30.9,-0.61,59.5,42.52,3.0,1015.9,0.0,0.0,,CLR,,910.7981318441213,910.0
ENV,2023-03-08 05:56,33.0,0.56,26.1,-3.28,75.18,26.86,6.0,1020.0,0.0,0.0,,BKN,3300.0,482.10411325127507,480.0
PVU,2023-03-08 05:56,33.0,0.56,25.0,-3.89,71.82,26.86,6.0,1019.0,0.0,0.0,,CLR,,557.3942812104332,556.25
LGU,2023-03-08 06:51,1.9,-16.72,-3.0,-19.44,79.79,-5.72,3.0,1025.8,0.0001,0.0001,,VV ,100.0,554.7217881901165,340.0000000000003
MLF,2023-03-08 06:52,27.0,-2.78,24.1,-4.39,88.65,27.0,0.0,1017.2,0.0,0.0,,CLR,,244.3214563097167,201.24999999999997
BCE,2023-03-08 06:53,1.9,-16.72,-0.9,-18.28,87.72,1.9,0.0,1017.8,0.0,0.0,,CLR,,422.17522751984365,195.00000000000028
OGD,2023-03-08 06:53,19.9,-6.72,14.0,-10.0,77.48,12.03,5.0,1019.5,0.0,0.0,,CLR,,504.99599204810323,410.00000000000006
CNY,2023-03-08 06:53,36.0,2.22,21.9,-5.61,56.18,36.0,0.0,1013.8,0.0,0.0,,CLR,,967.4162946492445,978.75
CDC,2023-03-08 06:53,30.0,-1.11,24.1,-4.39,78.4,30.0,0.0,1015.2,0.0,0.0,,CLR,,424.0308315915899,409.99999999999994
PUC,2023-03-08 06:53,30.9,-0.61,17.1,-8.28,56.14,22.76,8.0,1016.8,0.0,0.0,,CLR,,953.4835348532879,958.7499999999999
VEL,2023-03-08 06:53,17.1,-8.28,14.0,-10.0,87.38,11.66,3.0,1022.1,0.0,0.0,,FEW,7000.0,337.13046044767714,215.00000000000009
SLC,2023-03-08 06:54,28.9,-1.72,23.0,-5.0,78.3,23.8,4.0,1018.2,0.0,0.0,,FEW,6500.0,433.3349038358598,410.00000000000006
HIF,2023-03-08 06:55,26.4,-3.11,16.2,-8.78,64.91,14.87,12.0,1017.6,0.0,0.0,,CLR,,745.503223319755,708.75
ENV,2023-03-08 06:56,32.0,0.0,27.0,-2.78,81.55,27.42,4.0,1019.6,0.0,0.0,,BKN,4100.0,345.21954803222275,347.5
PVU,2023-03-08 06:56,32.0,0.0,21.9,-5.61,65.92,27.42,4.0,1018.5,0.0,0.0,,SCT,12000.0,693.7303832505836,701.25
SGU,2023-03-08 06:56,44.0,6.67,30.0,-1.11,57.37,42.52,3.0,1015.8,0.0,0.0,,CLR,,971.9359626117273,972.5
LGU,2023-03-08 07:51,4.0,-15.56,1.0,-17.22,87.42,3.9,0.0,1024.6,0.0,0.0,,VV ,200.0,415.6193563952975,207.4999999999998
MLF,2023-03-08 07:52,25.0,-3.89,21.9,-5.61,87.81,20.69,3.0,1016.9,0.0,0.0,,CLR,,274.6443309773745,215.00000000000003
BCE,2023-03-08 07:53,-0.9,-18.28,-4.0,-20.0,86.31,-0.9,0.0,1018.4,0.0,0.0,,CLR,,459.44557612012534,214.99999999999986
OGD,2023-03-08 07:53,19.9,-6.72,14.0,-10.0,77.48,19.9,0.0,1018.8,0.0,0.0,,CLR,,504.9965155515754,410.00000000000006
CDC,2023-03-08 07:53,28.9,-1.72,24.1,-4.39,82.0,25.14,3.0,1014.8,0.0,0.0,,CLR,,358.0652852216098,333.75
PUC,2023-03-08 07:53,28.0,-2.22,15.1,-9.39,57.93,24.12,3.0,1017.4,0.0,0.0,,CLR,,915.3260437403502,896.25
VEL,2023-03-08 07:53,17.1,-8.28,12.9,-10.61,83.25,10.02,4.0,1022.1,0.0,0.0,,CLR,,411.4314408047367,291.25
CNY,2023-03-08 07:53,30.9,-0.61,21.9,-5.61,68.91,25.09,5.0,1014.4,0.0,0.0,,CLR,,628.0775601858038,625.0
SLC,2023-03-08 07:54,30.0,-1.11,23.0,-5.0,74.87,30.0,0.0,1017.8,0.0,0.0,,FEW,6500.0,499.1080364705085,486.24999999999994
HIF,2023-03-08 07:55,25.9,-3.39,15.8,-9.0,65.13,13.75,13.0,1016.9,0.0,0.0,,FEW,17000.0,742.5614686697234,701.2499999999999
ENV,2023-03-08 07:56,32.0,0.0,26.1,-3.28,78.58,32.0,0.0,1019.0,0.0,0.0,,OVC,4000.0,406.8078070604811,410.0
PVU,2023-03-08 07:56,32.0,0.0,24.1,-4.39,72.3,32.0,0.0,1018.0,0.0,0.0,,OVC,7500.0,543.8063322190218,548.75
SGU,2023-03-08 07:56,42.0,5.56,30.0,-1.11,61.94,42.1,0.0,1015.8,0.0,0.0,,CLR,,834.5697517663857,833.75
LGU,2023-03-08 08:51,1.9,-16.72,-0.9,-18.28,87.72,-5.72,3.0,1024.4,0.0,0.0,,VV ,200.0,422.1733405422005,195.00000000000028
MLF,2023-03-08 08:52,23.0,-5.0,21.0,-6.11,91.9,13.81,7.0,1016.7,0.0,0.0,,CLR,,216.128020040913,138.75000000000003
OGD,2023-03-08 08:53,21.0,-6.11,12.9,-10.61,70.45,21.0,0.0,1017.9,0.0,0.0,,CLR,,644.9690895219318,562.4999999999999
CDC,2023-03-08 08:53,27.0,-2.78,21.9,-5.61,80.83,22.97,3.0,1014.8,0.0,0.0,,CLR,,394.4366896848497,353.75000000000006
PUC,2023-03-08 08:53,28.0,-2.22,15.1,-9.39,57.93,28.0,0.0,1017.2,0.0,0.0,,CLR,,915.3263421099319,896.25
VEL,2023-03-08 08:53,17.1,-8.28,12.9,-10.61,83.25,8.7,5.0,1022.3,0.0,0.0,,BKN,7500.0,411.4313272022869,291.25
CNY,2023-03-08 08:53,30.0,-1.11,21.9,-5.61,71.48,23.12,6.0,1014.6,0.0,0.0,,CLR,,574.0961815382818,562.5
BCE,2023-03-08 08:53,0.0,-17.78,-3.0,-19.44,87.19,-7.89,3.0,1017.9,0.0,0.0,,CLR,,440.7685625568162,207.50000000000003
SLC,2023-03-08 08:54,28.9,-1.72,23.0,-5.0,78.3,23.8,4.0,1017.0,0.0,0.0,,BKN,16000.0,433.336100471379,410.00000000000006
HIF,2023-03-08 08:55,25.2,-3.78,14.4,-9.78,63.08,12.86,13.0,1017.0,0.0,0.0,,FEW,15000.0,795.1360773576711,750.0
ENV,2023-03-08 08:56,30.9,-0.61,28.0,-2.22,88.84,27.43,3.0,1018.3,0.0,0.0,,OVC,4300.0,210.49398305472107,201.25000000000003
PVU,2023-03-08 08:56,32.0,0.0,24.1,-4.39,72.3,32.0,0.0,1017.8,0.0,0.0,,SCT,6000.0,543.8065986258407,548.75
SGU,2023-03-08 08:56,41.0,5.0,30.0,-1.11,64.63,41.0,0.0,1015.6,0.0,0.0,,CLR,,759.1994425037145,763.75
LGU,2023-03-08 09:51,1.9,-16.72,0.0,-17.78,91.51,-5.72,3.0,1023.1,0.0,0.0,,OVC,200.0,362.45484596598334,132.50000000000028
MLF,2023-03-08 09:52,21.9,-5.61,19.9,-6.72,91.86,17.14,3.0,1016.0,0.0,0.0,,CLR,,225.06329725620415,138.74999999999994
BCE,2023-03-08 09:53,1.9,-16.72,-0.9,-18.28,87.72,-5.72,3.0,1016.4,0.0,0.0,,CLR,,422.1756309397916,195.00000000000028
OGD,2023-03-08 09:53,26.1,-3.28,16.0,-8.89,65.16,21.94,3.0,1016.4,0.0,0.0,,SCT,8000.0,740.9338928020641,701.2500000000001
CDC,2023-03-08 09:53,26.1,-3.28,21.9,-5.61,83.89,21.94,3.0,1014.0,0.0,0.0,,CLR,,340.57921809730095,291.25000000000006
PUC,2023-03-08 09:53,24.1,-4.39,15.1,-9.39,68.09,24.1,0.0,1017.3,0.0,0.0,,CLR,,682.1739301034459,625.0000000000001
VEL,2023-03-08 09:53,19.9,-6.72,15.1,-9.39,81.3,10.96,6.0,1021.0,0.0,0.0,,OVC,7000.0,430.687441491682,333.7500000000001
CNY,2023-03-08 09:53,27.0,-2.78,21.0,-6.11,77.8,22.97,3.0,1014.2,0.0,0.0,,CLR,,455.9322489077476,416.25000000000006
SLC,2023-03-08 09:54,28.0,-2.22,21.9,-5.61,77.57,28.0,0.0,1016.3,0.0,0.0,,SCT,7500.0,454.3057695408467,423.75
HIF,2023-03-08 09:55,24.8,-4.0,13.6,-10.22,61.93,11.88,14.0,1015.9,0.0,0.0,,BKN,11000.0,825.0533716998785,777.5000000000001
ENV,2023-03-08 09:56,30.9,-0.61,26.1,-3.28,82.15,30.9,0.0,1017.4,0.0,0.0,,BKN,4100.0,340.930745446457,333.75
PVU,2023-03-08 09:56,30.9,-0.61,25.0,-3.89,78.48,26.14,4.0,1017.0,0.0,0.0,,SCT,6000.0,416.34731653115506,410.00000000000006
SGU,2023-03-08 09:56,39.0,3.89,30.0,-1.11,69.85,39.0,0.0,1015.3,0.0,0.0,,CLR,,621.6330199895023,625.0
LGU,2023-03-08 10:51,6.0,-14.44,0.0,-17.78,75.43,-2.82,4.0,1022.1,0.0,0.0,,SCT,300.0,614.902370355775,417.5000000000002
BCE,2023-03-08 10:53,5.0,-15.0,1.0,-17.22,83.12,-4.11,4.0,1015.6,0.0,0.0,,CLR,,482.05774452775256,277.4999999999999
OGD,2023-03-08 10:53,24.1,-4.39,15.1,-9.39,68.09,18.19,4.0,1015.6,0.0,0.0,,FEW,12000.0,682.1757834603726,625.0000000000001
CDC,2023-03-08 10:53,28.9,-1.72,21.9,-5.61,74.76,28.9,0.0,1013.0,0.0,0.0,,CLR,,508.23744146961803,486.25000000000006
PUC,2023-03-08 10:53,21.9,-5.61,14.0,-10.0,71.18,17.14,3.0,1017.2,0.0,0.0,,CLR,,624.6547465471898,548.75
VEL,2023-03-08 10:53,18.0,-7.78,14.0,-10.0,84.05,12.68,3.0,1021.0,0.0,0.0,,OVC,7000.0,391.16935168141106,277.49999999999994
CNY,2023-03-08 10:53,27.0,-2.78,21.0,-6.11,77.8,27.0,0.0,1014.1,0.0,0.0,,CLR,,455.9323449013535,416.25000000000006
SLC,2023-03-08 10:54,28.9,-1.72,23.0,-5.0,78.3,23.8,4.0,1015.6,0.0,0.0,,SCT,6500.0,433.3375001258801,410.00000000000006
HIF,2023-03-08 10:55,25.2,-3.78,14.0,-10.0,61.98,11.56,16.0,1015.2,0.0,0.0,,FEW,9500.0,822.1945175704732,777.5000000000001
ENV,2023-03-08 10:56,30.0,-1.11,28.0,-2.22,92.15,30.0,0.0,1017.2,0.0,0.0,,SCT,900.0,156.44255169154894,138.75
SGU,2023-03-08 10:56,36.0,2.22,28.9,-1.72,75.15,32.09,4.0,1015.0,0.0,0.0,,CLR,,490.2219498922698,492.50000000000006
PVU,2023-03-08 10:56,33.0,0.56,21.9,-5.61,63.06,29.95,3.0,1016.0,0.0,0.0,,BKN,5500.0,768.7410111795342,771.25
LGU,2023-03-08 11:51,4.0,-15.56,0.0,-17.78,83.42,-6.98,5.0,1021.6,0.0,0.0,,SCT,10000.0,482.13815499067147,277.50000000000006
MLF,2023-03-08 11:52,19.9,-6.72,17.1,-8.28,88.68,13.29,4.0,1015.2,0.0,0.0,,CLR,,295.2055935714829,194.99999999999994
BCE,2023-03-08 11:53,6.0,-14.44,3.0,-16.11,86.74,-4.36,5.0,1015.6,0.0,0.0,,CLR,,415.576095153924,208.75
OGD,2023-03-08 11:53,24.1,-4.39,15.1,-9.39,68.09,16.02,6.0,1015.3,0.0,0.0,,OVC,9000.0,682.1761111683434,625.0000000000001
CDC,2023-03-08 11:53,28.0,-2.22,21.9,-5.61,77.57,19.9,7.0,1012.6,0.0,0.0,,CLR,,454.3094666089506,423.75
PUC,2023-03-08 11:53,21.9,-5.61,14.0,-10.0,71.18,15.63,4.0,1017.1,0.0,0.0,,CLR,,624.6548404238555,548.75
VEL,2023-03-08 11:53,17.1,-8.28,14.0,-10.0,87.38,17.1,0.0,1021.1,0.0,0.0,,BKN,7000.0,337.130949710656,215.00000000000009
CNY,2023-03-08 11:53,27.0,-2.78,21.0,-6.11,77.8,27.0,0.0,1014.5,0.0,0.0,,CLR,,455.93196104063804,416.25000000000006
SLC,2023-03-08 11:54,30.9,-0.61,24.1,-4.39,75.59,30.9,0.0,1013.7,0.0,0.0,,BKN,6000.0,477.869435431538,472.5
HIF,2023-03-08 11:55,25.3,-3.72,14.5,-9.72,63.09,9.61,22.0,1014.9,0.0,0.0,27.0,FEW,8000.0,794.4332528337762,750.0
ENV,2023-03-08 11:56,28.9,-1.72,27.0,-2.78,92.49,28.9,0.0,1017.2,0.0,0.0,,OVC,3800.0,159.2819140354597,132.49999999999997
PVU,2023-03-08 11:56,30.9,-0.61,25.0,-3.89,78.48,30.9,0.0,1016.1,0.0,0.0,,FEW,6000.0,416.348266765361,410.00000000000006
SGU,2023-03-08 11:56,37.0,2.78,28.0,-2.22,69.63,34.4,3.0,1015.1,0.0,0.0,,CLR,,620.6033936985558,625.0
LGU,2023-03-08 12:51,8.1,-13.28,3.0,-16.11,79.23,-0.49,4.0,1021.0,0.0001,0.0001,,OVC,7500.0,534.9231546531681,353.75
MLF,2023-03-08 12:52,19.0,-7.22,17.1,-8.28,92.15,10.96,5.0,1015.4,0.0,0.0,,CLR,,241.33921852438482,132.49999999999994
BCE,2023-03-08 12:53,1.9,-16.72,-0.9,-18.28,87.72,-5.72,3.0,1017.0,0.0,0.0,,CLR,,422.17545790945763,195.00000000000028
OGD,2023-03-08 12:53,24.1,-4.39,16.0,-8.89,70.81,16.02,6.0,1015.6,0.0,0.0,,OVC,8000.0,621.3941825968041,562.5000000000001
CDC,2023-03-08 12:53,28.0,-2.22,21.0,-6.11,74.67,21.64,5.0,1012.9,0.0,0.0,,CLR,,515.6194446085921,486.25
PUC,2023-03-08 12:53,21.9,-5.61,12.9,-10.61,67.82,15.63,4.0,1017.4,0.0,0.0,,CLR,,698.7493418809098,624.9999999999999
VEL,2023-03-08 12:53,15.1,-9.39,14.0,-10.0,95.3,15.1,0.0,1021.8,0.0,0.0,,OVC,7500.0,217.229205791404,76.24999999999993
CNY,2023-03-08 12:53,27.0,-2.78,21.0,-6.11,77.8,27.0,0.0,1014.7,0.0,0.0,,CLR,,455.9317692239328,416.25000000000006
SLC,2023-03-08 12:54,32.0,0.0,24.1,-4.39,72.3,28.69,3.0,1014.3,0.0,0.0,,BKN,6000.0,543.8112777806864,548.75
HIF,2023-03-08 12:55,26.2,-3.22,14.2,-9.89,59.99,13.69,14.0,1014.5,0.0,0.0,,BKN,6000.0,868.311709535173,833.75
ENV,2023-03-08 12:56,28.0,-2.22,26.1,-3.28,92.46,28.0,0.0,1016.8,0.0,0.0,,SCT,4100.0,167.12558747136998,132.49999999999994
PVU,2023-03-08 12:56,30.9,-0.61,25.0,-3.89,78.48,27.43,3.0,1016.0,0.0,0.0,,OVC,6500.0,416.34837245103336,410.00000000000006
SGU,2023-03-08 12:56,34.0,1.11,28.0,-2.22,78.43,34.0,0.0,1015.7,0.0,0.0,,CLR,,414.04996363911215,416.25
HIF,2023-03-08 13:32,26.6,-3.0,19.4,-7.0,73.89,13.38,16.0,1014.9,0.0,0.0,,BKN,4400.0,540.6702918598552,500.0
LGU,2023-03-08 13:51,10.0,-12.22,5.0,-15.0,79.76,10.0,0.0,1021.3,0.0,0.0,,OVC,5000.0,515.5265586886611,347.49999999999994
MLF,2023-03-08 13:52,21.0,-6.11,19.0,-7.22,91.83,13.33,5.0,1015.7,0.0,0.0,,CLR,,232.25221474470837,138.74999999999994
BCE,2023-03-08 13:53,3.0,-16.11,0.0,-17.78,86.96,-6.44,4.0,1018.3,0.0,0.0,,CLR,,428.526287879114,208.75000000000023
OGD,2023-03-08 13:53,27.0,-2.78,16.0,-8.89,62.78,17.95,8.0,1015.4,0.0,0.0,,SCT,3800.0,794.7595126436114,763.7500000000001
CDC,2023-03-08 13:53,32.0,0.0,21.9,-5.61,65.92,28.69,3.0,1013.2,0.0,0.0,,CLR,,693.738622050596,701.25
PUC,2023-03-08 13:53,19.9,-6.72,12.9,-10.61,73.83,13.29,4.0,1018.7,0.0,0.0,,CLR,,578.9848482056707,486.24999999999994
VEL,2023-03-08 13:53,12.9,-10.61,10.9,-11.72,91.52,12.9,0.0,1022.5,0.0,0.0,,SCT,7000.0,294.1972616664651,138.75000000000014
CNY,2023-03-08 13:53,25.0,-3.89,19.9,-6.72,80.66,25.0,0.0,1015.7,0.0,0.0,,CLR,,410.95845337705765,353.74999999999994
SLC,2023-03-08 13:54,33.0,0.56,24.1,-4.39,69.17,25.47,8.0,1014.4,0.0,0.0,,SCT,6000.0,618.9146284728632,618.7499999999999
HIF,2023-03-08 13:55,25.2,-3.78,20.5,-6.39,82.07,12.4,14.0,1014.9,0.0001,0.0001,,SCT,1900.0,381.96831081404804,326.25
ENV,2023-03-08 13:56,27.0,-2.78,25.0,-3.89,92.05,27.0,0.0,1016.9,0.0,0.0,,BKN,5500.0,182.53441926312772,138.75000000000003
PVU,2023-03-08 13:56,30.9,-0.61,24.1,-4.39,75.59,30.9,0.0,1016.3,0.0,0.0,,OVC,6500.0,477.86639232870164,472.5
SGU,2023-03-08 13:56,35.0,1.67,28.9,-1.72,77.88,35.1,0.0,1016.2,0.0,0.0,,CLR,,428.01885210856176,423.74999999999994
HIF,2023-03-08 14:05,24.8,-4.0,19.4,-7.0,79.62,11.03,16.0,1014.9,0.0,0.0,,FEW,1800.0,432.8935012883741,375.0
HIF,2023-03-08 14:15,24.8,-4.0,19.4,-7.0,79.62,11.03,16.0,1014.6,0.0,0.0,,FEW,1800.0,432.89375332501277,375.0
HIF,2023-03-08 14:22,24.8,-4.0,19.4,-7.0,79.62,11.03,16.0,1014.9,0.0,0.0,,FEW,2900.0,432.8935012883741,375.0
LGU,2023-03-08 14:51,10.9,-11.72,6.0,-14.44,80.57,4.57,3.0,1021.4,0.0,0.0,,OVC,7000.0,495.9955244870344,339.9999999999999
MLF,2023-03-08 14:52,21.9,-5.61,21.0,-6.11,96.26,13.37,6.0,1015.8,0.0,0.0,,CLR,,150.10854849604192,62.5
OGD,2023-03-08 14:53,27.0,-2.78,17.1,-8.28,65.84,19.51,6.0,1015.5,0.0,0.0,,OVC,7000.0,720.5085599473396,687.5
CNY,2023-03-08 14:53,30.0,-1.11,24.1,-4.39,78.4,30.0,0.0,1015.9,0.0,0.0,,CLR,,424.03010893088396,409.99999999999994
CDC,2023-03-08 14:53,34.0,1.11,25.0,-3.89,69.28,24.55,12.0,1013.3,0.0,0.0,,CLR,,619.4428354453264,625.0
PUC,2023-03-08 14:53,28.0,-2.22,18.0,-7.78,65.69,28.0,0.0,1018.1,0.0,0.0,,CLR,,719.2454986334557,695.0000000000001
VEL,2023-03-08 14:53,16.0,-8.89,14.0,-10.0,91.64,16.0,0.0,1022.4,0.0,0.0,,SCT,6000.0,271.2162625355963,138.74999999999994
BCE,2023-03-08 14:53,8.1,-13.28,6.0,-14.44,91.34,-1.99,5.0,1019.6,0.0,0.0,,CLR,,328.0511148882197,145.00000000000003
SLC,2023-03-08 14:54,32.0,0.0,26.1,-3.28,78.58,28.69,3.0,1014.5,0.0,0.0,,FEW,5000.0,406.81269494064674,410.0
HIF,2023-03-08 14:55,25.5,-3.61,18.7,-7.39,75.05,12.78,14.0,1014.9,0.0001,0.0001,,SCT,3300.0,522.36753162472,472.5
ENV,2023-03-08 14:56,28.0,-2.22,26.1,-3.28,92.46,28.0,0.0,1017.0,0.0,0.0,,OVC,5500.0,167.12550014629755,132.49999999999994
PVU,2023-03-08 14:56,32.0,0.0,24.1,-4.39,72.3,28.69,3.0,1015.9,0.0,0.0,,BKN,6500.0,543.8091347311214,548.75
SGU,2023-03-08 14:56,36.0,2.22,30.9,-0.61,81.53,36.0,0.0,1016.5,0.0,0.0,,CLR,,352.6663661659325,353.75
DPG,2023-03-08 14:58,29.5,-1.39,26.1,-3.28,86.96,29.5,2.0,1015.6,0.0,0.0,,BKN,5000.0,257.0494566828898,236.25
LGU,2023-03-08 15:51,14.0,-10.0,9.0,-12.78,80.1,5.02,5.0,1021.1,0.0001,0.0001,,BKN,3300.0,487.78539945977803,347.49999999999994
MLF,2023-03-08 15:52,28.9,-1.72,25.0,-3.89,85.14,18.55,11.0,1015.1,0.0,0.0,,CLR,,296.4093913205847,271.25
OGD,2023-03-08 15:53,28.0,-2.22,18.0,-7.78,65.69,21.64,5.0,1015.4,0.0,0.0,,OVC,5500.0,719.2490948591442,695.0000000000001
CDC,2023-03-08 15:53,36.0,2.22,25.0,-3.89,63.98,26.32,14.0,1013.2,0.0,0.0,20.0,CLR,,756.789239511818,763.75
PUC,2023-03-08 15:53,28.9,-1.72,17.1,-8.28,60.9,28.9,0.0,1017.7,0.0,0.0,,CLR,,834.0078373193816,820.0
BCE,2023-03-08 15:53,16.0,-8.89,14.0,-10.0,91.64,2.25,11.0,1018.4,0.0,0.0,,CLR,,271.21783140475816,138.74999999999994
VEL,2023-03-08 15:53,19.9,-6.72,16.0,-8.89,84.55,19.9,0.0,1021.6,0.0,0.0,,CLR,,369.7805547597491,271.2500000000001
CNY,2023-03-08 15:53,35.0,1.67,24.1,-4.39,63.86,35.1,0.0,1015.3,0.0,0.0,,CLR,,756.0579917865651,757.5
SLC,2023-03-08 15:54,32.0,0.0,27.0,-2.78,81.55,24.78,7.0,1014.7,0.0,0.0,,SCT,7000.0,345.224233051147,347.5
HIF,2023-03-08 15:55,25.9,-3.39,18.3,-7.61,72.56,13.3,14.0,1014.9,0.0,0.0,,BKN,4000.0,573.424726309627,527.5000000000001
SGU,2023-03-08 15:56,39.0,3.89,28.9,-1.72,66.79,36.69,3.0,1016.7,0.0,0.0,,CLR,,696.7669685570656,701.25
ENV,2023-03-08 15:56,30.9,-0.61,28.9,-1.72,92.18,30.9,0.0,1016.8,0.0,0.0,,OVC,1400.0,148.4515476948181,138.74999999999997
PVU,2023-03-08 15:56,35.0,1.67,21.0,-6.11,56.05,28.56,7.0,1015.5,0.0,0.0,,OVC,6000.0,966.318268194768,972.5
DPG,2023-03-08 16:00,32.0,0.0,25.0,-3.89,75.07,32.0,0.0,1015.2,0.0,0.0,,FEW,5000.0,482.18864472057567,486.25
LGU,2023-03-08 16:51,15.1,-9.39,12.9,-10.61,90.81,9.37,3.0,1021.2,0.0001,0.0001,,BKN,1700.0,291.33668221738077,152.49999999999986
MLF,2023-03-08 16:52,30.9,-0.61,26.1,-3.28,82.15,21.08,11.0,1015.0,0.0,0.0,,CLR,,340.932919736714,333.75
BCE,2023-03-08 16:53,26.1,-3.28,19.0,-7.22,74.16,14.01,13.0,1017.5,0.0,0.0,,CLR,,537.7995953753231,492.5
